2021-11-25 14:24:02,497 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.13.Final
2021-11-25 13:42:35,937 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-11-25 13:42:36,003 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-11-25 13:42:36,003 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 9411 ms
2021-11-25 13:42:36,881 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Starting api usage service.
2021-11-25 13:42:36,881 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Started api usage service.
2021-11-25 13:42:37,092 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ACTION, scope=TENANT, name=create alarm, clazz=org.thingsboard.rule.engine.action.TbCreateAlarmNode, configurationDescriptor={"nodeDefinition":{"details":"Details - JS function that creates JSON object based on incoming message. This object will be added into Alarm.details field.\nNode output:\nIf alarm was not created, original message is returned. Otherwise new Message returned with type 'ALARM', Alarm object in 'msg' property and 'metadata' will contains one of those properties 'isNewAlarm/isExistingAlarm'. Message payload can be accessed via <code>msg</code> property. For example <code>'temperature = ' + msg.temperature ;</code>. Message metadata can be accessed via <code>metadata</code> property. For example <code>'name = ' + metadata.customerName;</code>.","description":"Create or Update Alarm","inEnabled":true,"outEnabled":true,"relationTypes":["Created","Updated","False","Failure"],"customRelations":false,"defaultConfiguration":{"alarmType":"General Alarm","alarmDetailsBuildJs":"var details = {};\nif (metadata.prevAlarmDetails) {\n    details = JSON.parse(metadata.prevAlarmDetails);\n}\nreturn details;","severity":"CRITICAL","propagate":false,"useMessageAlarmData":false,"dynamicSeverity":false,"relationTypes":[]},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeCreateAlarmConfig","icon":"notifications_active","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,174 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=ACTION, scope=TENANT, name=create alarm, clazz=org.thingsboard.rule.engine.action.TbCreateAlarmNode, configurationDescriptor={"nodeDefinition":{"details":"Details - JS function that creates JSON object based on incoming message. This object will be added into Alarm.details field.\nNode output:\nIf alarm was not created, original message is returned. Otherwise new Message returned with type 'ALARM', Alarm object in 'msg' property and 'metadata' will contains one of those properties 'isNewAlarm/isExistingAlarm'. Message payload can be accessed via <code>msg</code> property. For example <code>'temperature = ' + msg.temperature ;</code>. Message metadata can be accessed via <code>metadata</code> property. For example <code>'name = ' + metadata.customerName;</code>.","description":"Create or Update Alarm","inEnabled":true,"outEnabled":true,"relationTypes":["Created","Updated","False","Failure"],"customRelations":false,"defaultConfiguration":{"alarmType":"General Alarm","alarmDetailsBuildJs":"var details = {};\nif (metadata.prevAlarmDetails) {\n    details = JSON.parse(metadata.prevAlarmDetails);\n}\nreturn details;","severity":"CRITICAL","propagate":false,"useMessageAlarmData":false,"dynamicSeverity":false,"relationTypes":[]},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeCreateAlarmConfig","icon":"notifications_active","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,182 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=TRANSFORMATION, scope=TENANT, name=change originator, clazz=org.thingsboard.rule.engine.transform.TbChangeOriginatorNode, configurationDescriptor={"nodeDefinition":{"details":"Related Entity found using configured relation direction and Relation Type. If multiple Related Entities are found, only first Entity is used as new Originator, other entities are discarded.<br/>Alarm Originator found only in case original Originator is <code>Alarm</code> entity.","description":"Change Message Originator To Tenant/Customer/Related Entity/Alarm Originator","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"originatorSource":"CUSTOMER","relationsQuery":{"direction":"FROM","maxLevel":1,"filters":[{"relationType":"Contains","entityTypes":[]}],"fetchLastLevelOnly":false}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbTransformationNodeChangeOriginatorConfig","icon":"find_replace","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,185 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=TRANSFORMATION, scope=TENANT, name=change originator, clazz=org.thingsboard.rule.engine.transform.TbChangeOriginatorNode, configurationDescriptor={"nodeDefinition":{"details":"Related Entity found using configured relation direction and Relation Type. If multiple Related Entities are found, only first Entity is used as new Originator, other entities are discarded.<br/>Alarm Originator found only in case original Originator is <code>Alarm</code> entity.","description":"Change Message Originator To Tenant/Customer/Related Entity/Alarm Originator","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"originatorSource":"CUSTOMER","relationsQuery":{"direction":"FROM","maxLevel":1,"filters":[{"relationType":"Contains","entityTypes":[]}],"fetchLastLevelOnly":false}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbTransformationNodeChangeOriginatorConfig","icon":"find_replace","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,191 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ENRICHMENT, scope=TENANT, name=customer attributes, clazz=org.thingsboard.rule.engine.metadata.TbGetCustomerAttributeNode, configurationDescriptor={"nodeDefinition":{"details":"If Attributes enrichment configured, server scope attributes are added into Message metadata. If Latest Telemetry enrichment configured, telemetry telemetry added into metadata. To access those attributes in other nodes this template can be used <code>metadata.temperature</code>.","description":"Add Originators Customer Attributes or Latest Telemetry into Message Metadata","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"attrMapping":{"temperature":"tempo"},"telemetry":false},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbEnrichmentNodeCustomerAttributesConfig","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,192 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=ENRICHMENT, scope=TENANT, name=customer attributes, clazz=org.thingsboard.rule.engine.metadata.TbGetCustomerAttributeNode, configurationDescriptor={"nodeDefinition":{"details":"If Attributes enrichment configured, server scope attributes are added into Message metadata. If Latest Telemetry enrichment configured, telemetry telemetry added into metadata. To access those attributes in other nodes this template can be used <code>metadata.temperature</code>.","description":"Add Originators Customer Attributes or Latest Telemetry into Message Metadata","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"attrMapping":{"temperature":"tempo"},"telemetry":false},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbEnrichmentNodeCustomerAttributesConfig","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,195 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ACTION, scope=TENANT, name=generator, clazz=org.thingsboard.rule.engine.debug.TbMsgGeneratorNode, configurationDescriptor={"nodeDefinition":{"details":"Generates messages with configurable period. Javascript function used for message generation.","description":"Periodically generates messages","inEnabled":false,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"msgCount":0,"periodInSeconds":1,"originatorId":null,"originatorType":null,"jsScript":"var msg = { temp: 42, humidity: 77 };\nvar metadata = { data: 40 };\nvar msgType = \"POST_TELEMETRY_REQUEST\";\n\nreturn { msg: msg, metadata: metadata, msgType: msgType };"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeGeneratorConfig","icon":"repeat","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,197 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=ACTION, scope=TENANT, name=generator, clazz=org.thingsboard.rule.engine.debug.TbMsgGeneratorNode, configurationDescriptor={"nodeDefinition":{"details":"Generates messages with configurable period. Javascript function used for message generation.","description":"Periodically generates messages","inEnabled":false,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"msgCount":0,"periodInSeconds":1,"originatorId":null,"originatorType":null,"jsScript":"var msg = { temp: 42, humidity: 77 };\nvar metadata = { data: 40 };\nvar msgType = \"POST_TELEMETRY_REQUEST\";\n\nreturn { msg: msg, metadata: metadata, msgType: msgType };"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeGeneratorConfig","icon":"repeat","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,200 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ACTION, scope=TENANT, name=remove from group, clazz=org.thingsboard.rule.engine.action.TbRemoveFromGroupNode, configurationDescriptor={"nodeDefinition":{"details":"Finds target Entity Group by group name pattern and then removes Originator Entity from this group.","description":"Removes Message Originator Entity from Entity Group","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"groupNamePattern":"","groupCacheExpiration":300},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeRemoveFromGroupConfig","icon":"remove_circle","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,202 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component ComponentDescriptor(type=ACTION, scope=TENANT, name=remove from group, clazz=org.thingsboard.rule.engine.action.TbRemoveFromGroupNode, configurationDescriptor={"nodeDefinition":{"details":"Finds target Entity Group by group name pattern and then removes Originator Entity from this group.","description":"Removes Message Originator Entity from Entity Group","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"groupNamePattern":"","groupCacheExpiration":300},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeRemoveFromGroupConfig","icon":"remove_circle","iconUrl":"","docUrl":""}}, actions=null) will be updated to ComponentDescriptor(type=ACTION, scope=TENANT, name=remove from group, clazz=org.thingsboard.rule.engine.action.TbRemoveFromGroupNode, configurationDescriptor={"nodeDefinition":{"details":"Finds target Entity Group by group name pattern and then removes Originator Entity from this group.","description":"Removes Message Originator Entity from Entity Group","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"groupNamePattern":"","groupCacheExpiration":300},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeRemoveFromGroupConfig","icon":"remove_circle","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,339 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ENRICHMENT, scope=TENANT, name=originator telemetry, clazz=org.thingsboard.rule.engine.metadata.TbGetTelemetryNode, configurationDescriptor={"nodeDefinition":{"details":"The node allows you to select fetch mode: <b>FIRST/LAST/ALL</b> to fetch telemetry of certain time range that are added into Message metadata without any prefix. If selected fetch mode <b>ALL</b> Telemetry will be added like array into Message Metadata where <b>key</b> is Timestamp and <b>value</b> is value of Telemetry.</br>If selected fetch mode <b>FIRST</b> or <b>LAST</b> Telemetry will be added like string without Timestamp.</br>Also, the rule node allows you to select telemetry sampling order: <b>ASC</b> or <b>DESC</b>. </br><b>Note</b>: The maximum size of the fetched array is 1000 records.\n ","description":"Add Message Originator Telemetry for selected time range into Message Metadata\n","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"startInterval":2,"endInterval":1,"startIntervalPattern":"","endIntervalPattern":"","useMetadataIntervalPatterns":false,"startIntervalTimeUnit":"MINUTES","endIntervalTimeUnit":"MINUTES","fetchMode":"FIRST","orderBy":"ASC","limit":1000,"latestTsKeyNames":[]},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbEnrichmentNodeGetTelemetryFromDatabase","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,340 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=ENRICHMENT, scope=TENANT, name=originator telemetry, clazz=org.thingsboard.rule.engine.metadata.TbGetTelemetryNode, configurationDescriptor={"nodeDefinition":{"details":"The node allows you to select fetch mode: <b>FIRST/LAST/ALL</b> to fetch telemetry of certain time range that are added into Message metadata without any prefix. If selected fetch mode <b>ALL</b> Telemetry will be added like array into Message Metadata where <b>key</b> is Timestamp and <b>value</b> is value of Telemetry.</br>If selected fetch mode <b>FIRST</b> or <b>LAST</b> Telemetry will be added like string without Timestamp.</br>Also, the rule node allows you to select telemetry sampling order: <b>ASC</b> or <b>DESC</b>. </br><b>Note</b>: The maximum size of the fetched array is 1000 records.\n ","description":"Add Message Originator Telemetry for selected time range into Message Metadata\n","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"startInterval":2,"endInterval":1,"startIntervalPattern":"","endIntervalPattern":"","useMetadataIntervalPatterns":false,"startIntervalTimeUnit":"MINUTES","endIntervalTimeUnit":"MINUTES","fetchMode":"FIRST","orderBy":"ASC","limit":1000,"latestTsKeyNames":[]},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbEnrichmentNodeGetTelemetryFromDatabase","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,343 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=TRANSFORMATION, scope=TENANT, name=duplicate to related, clazz=org.thingsboard.rule.engine.transform.TbDuplicateMsgToRelatedNode, configurationDescriptor={"nodeDefinition":{"details":"Related Entities found using configured relation direction and Relation Type. For each found related entity new message is created with related entity as originator and message parameters copied from original message.","description":"Duplicates message to related entities fetched by relation query","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"relationsQuery":{"direction":"FROM","maxLevel":1,"filters":[{"relationType":"Contains","entityTypes":[]}],"fetchLastLevelOnly":false}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbTransformationNodeDuplicateToRelatedConfig","icon":"call_split","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,344 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=TRANSFORMATION, scope=TENANT, name=duplicate to related, clazz=org.thingsboard.rule.engine.transform.TbDuplicateMsgToRelatedNode, configurationDescriptor={"nodeDefinition":{"details":"Related Entities found using configured relation direction and Relation Type. For each found related entity new message is created with related entity as originator and message parameters copied from original message.","description":"Duplicates message to related entities fetched by relation query","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"relationsQuery":{"direction":"FROM","maxLevel":1,"filters":[{"relationType":"Contains","entityTypes":[]}],"fetchLastLevelOnly":false}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbTransformationNodeDuplicateToRelatedConfig","icon":"call_split","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,346 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=FILTER, scope=TENANT, name=script, clazz=org.thingsboard.rule.engine.filter.TbJsFilterNode, configurationDescriptor={"nodeDefinition":{"details":"Evaluate incoming Message with configured JS condition. If <b>True</b> - send Message via <b>True</b> chain, otherwise <b>False</b> chain is used.Message payload can be accessed via <code>msg</code> property. For example <code>msg.temperature < 10;</code><br/>Message metadata can be accessed via <code>metadata</code> property. For example <code>metadata.customerName === 'John';</code><br/>Message type can be accessed via <code>msgType</code> property.","description":"Filter incoming messages using JS script","inEnabled":true,"outEnabled":true,"relationTypes":["True","False","Failure"],"customRelations":false,"defaultConfiguration":{"jsScript":"return msg.temperature > 20;"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbFilterNodeScriptConfig","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,348 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=FILTER, scope=TENANT, name=script, clazz=org.thingsboard.rule.engine.filter.TbJsFilterNode, configurationDescriptor={"nodeDefinition":{"details":"Evaluate incoming Message with configured JS condition. If <b>True</b> - send Message via <b>True</b> chain, otherwise <b>False</b> chain is used.Message payload can be accessed via <code>msg</code> property. For example <code>msg.temperature < 10;</code><br/>Message metadata can be accessed via <code>metadata</code> property. For example <code>metadata.customerName === 'John';</code><br/>Message type can be accessed via <code>msgType</code> property.","description":"Filter incoming messages using JS script","inEnabled":true,"outEnabled":true,"relationTypes":["True","False","Failure"],"customRelations":false,"defaultConfiguration":{"jsScript":"return msg.temperature > 20;"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbFilterNodeScriptConfig","icon":"","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,361 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=EXTERNAL, scope=TENANT, name=mqtt, clazz=org.thingsboard.rule.engine.mqtt.TbMqttNode, configurationDescriptor={"nodeDefinition":{"details":"Will publish message payload to the MQTT broker with QoS <b>AT_LEAST_ONCE</b>.","description":"Publish messages to the MQTT broker","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"topicPattern":"my-topic","host":"localhost","port":1883,"connectTimeoutSec":10,"clientId":null,"cleanSession":true,"ssl":false,"credentials":{"type":"anonymous"}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeMqttConfig","icon":"call_split","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,362 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=EXTERNAL, scope=TENANT, name=mqtt, clazz=org.thingsboard.rule.engine.mqtt.TbMqttNode, configurationDescriptor={"nodeDefinition":{"details":"Will publish message payload to the MQTT broker with QoS <b>AT_LEAST_ONCE</b>.","description":"Publish messages to the MQTT broker","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"topicPattern":"my-topic","host":"localhost","port":1883,"connectTimeoutSec":10,"clientId":null,"cleanSession":true,"ssl":false,"credentials":{"type":"anonymous"}},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeMqttConfig","icon":"call_split","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,364 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=ACTION, scope=TENANT, name=rest call reply, clazz=org.thingsboard.rule.engine.rest.TbSendRestApiCallReplyNode, configurationDescriptor={"nodeDefinition":{"details":"Expects messages with any message type. Forwards incoming message as a reply to REST API call sent to rule engine.","description":"Sends reply to REST API call to rule engine","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"serviceIdMetaDataAttribute":"serviceId","requestIdMetaDataAttribute":"requestUUID"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeSendRestApiCallReplyConfig","icon":"call_merge","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,365 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Component is already persisted: ComponentDescriptor(type=ACTION, scope=TENANT, name=rest call reply, clazz=org.thingsboard.rule.engine.rest.TbSendRestApiCallReplyNode, configurationDescriptor={"nodeDefinition":{"details":"Expects messages with any message type. Forwards incoming message as a reply to REST API call sent to rule engine.","description":"Sends reply to REST API call to rule engine","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"serviceIdMetaDataAttribute":"serviceId","requestIdMetaDataAttribute":"requestUUID"},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodeSendRestApiCallReplyConfig","icon":"call_merge","iconUrl":"","docUrl":""}}, actions=null)
2021-11-25 13:42:37,373 [main] INFO  o.t.s.s.c.AnnotationComponentDiscoveryService - Processing scanned component: ComponentDescriptor(type=EXTERNAL, scope=TENANT, name=gcp pubsub, clazz=org.thingsboard.rule.engine.gcp.pubsub.TbPubSubNode, configurationDescriptor={"nodeDefinition":{"details":"Will publish message payload to the Google Cloud Platform PubSub topic. Outbound message will contain response fields (<code>messageId</code> in the Message Metadata from the GCP PubSub. <b>messageId</b> field can be accessed with <code>metadata.messageId</code>.","description":"Publish message to the Google Cloud PubSub","inEnabled":true,"outEnabled":true,"relationTypes":["Success","Failure"],"customRelations":false,"defaultConfiguration":{"projectId":"my-google-cloud-project-id","topicName":"my-pubsub-topic-name","messageAttributes":{},"serviceAccountKey":null,"serviceAccountKeyFileName":null},"uiResources":["static/rulenode/rulenode-core-config.js"],"configDirective":"tbActionNodePubSubConfig","icon":"","iconUrl":"data:image/svg+xml;base64,PHN2ZyBpZD0iTGF5ZXJfMSIgZGF0YS1uYW1lPSJMYXllciAxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxMjgiIGhlaWdodD0iMTI4IiB2aWV3Qm94PSIwIDAgMTI4IDEyOCI+Cjx0aXRsZT5DbG91ZCBQdWJTdWI8L3RpdGxlPgo8Zz4KPHBhdGggZD0iTTEyNi40Nyw1OC4xMmwtMjYuMy00NS43NEExMS41NiwxMS41NiwwLDAsMCw5MC4zMSw2LjVIMzcuN2ExMS41NSwxMS41NSwwLDAsMC05Ljg2LDUuODhMMS41Myw1OGExMS40OCwxMS40OCwwLDAsMCwwLDExLjQ0bDI2LjMsNDZhMTEuNzcsMTEuNzcsMCwwLDAsOS44Niw2LjA5SDkwLjNhMTEuNzMsMTEuNzMsMCwwLDAsOS44Ny02LjA2bDI2LjMtNDUuNzRBMTEuNzMsMTEuNzMsMCwwLDAsMTI2LjQ3LDU4LjEyWiIgc3R5bGU9ImZpbGw6ICM3MzViMmYiLz4KPHBhdGggZD0iTTg5LjIyLDQ3Ljc0LDgzLjM2LDQ5bC0xNC42LTE0LjZMNjQuMDksNDMuMSw2MS41NSw1My4ybDQuMjksNC4yOUw1Ny42LDU5LjE4LDQ2LjMsNDcuODhsLTcuNjcsNy4zOEw1Mi43Niw2OS4zN2wtMTUsMTEuOUw3OCwxMjEuNUg5MC4zYTExLjczLDExLjczLDAsMCwwLDkuODctNi4wNmwyMC43Mi0zNloiIHN0eWxlPSJvcGFjaXR5OiAwLjA3MDAwMDAwMDI5ODAyMztpc29sYXRpb246IGlzb2xhdGUiLz4KPHBhdGggZD0iTTgyLjg2LDQ3YTUuMzIsNS4zMiwwLDEsMS0xLjk1LDcuMjdBNS4zMiw1LjMyLDAsMCwxLDgyLjg2LDQ3IiBzdHlsZT0iZmlsbDogI2ZmZiIvPgo8cGF0aCBkPSJNMzkuODIsNTYuMThhNS4zMiw1LjMyLDAsMSwxLDcuMjctMS45NSw1LjMyLDUuMzIsMCwwLDEtNy4yNywxLjk1IiBzdHlsZT0iZmlsbDogI2ZmZiIvPgo8cGF0aCBkPSJNNjkuMzIsODguODVBNS4zMiw1LjMyLDAsMSwxLDY0LDgzLjUyYTUuMzIsNS4zMiwwLDAsMSw1LjMyLDUuMzIiIHN0eWxlPSJmaWxsOiAjZmZmIi8+CjxnPgo8cGF0aCBkPSJNNjQsNTIuOTRhMTEuMDYsMTEuMDYsMCwwLDEsMi40Ni4yOFYzOS4xNUg2MS41NFY1My4yMkExMS4wNiwxMS4wNiwwLDAsMSw2NCw1Mi45NFoiIHN0eWxlPSJmaWxsOiAjZmZmIi8+CjxwYXRoIGQ9Ik03NC41Nyw2Ny4yNmExMSwxMSwwLDAsMS0yLjQ3LDQuMjVsMTIuMTksNywyLjQ2LTQuMjZaIiBzdHlsZT0iZmlsbDogI2ZmZiIvPgo8cGF0aCBkPSJNNTMuNDMsNjcuMjZsLTEyLjE4LDcsMi40Niw0LjI2LDEyLjE5LTdBMTEsMTEsMCwwLDEsNTMuNDMsNjcuMjZaIiBzdHlsZT0iZmlsbDogI2ZmZiIvPgo8L2c+CjxwYXRoIGQ9Ik03Mi42LDY0QTguNiw4LjYsMCwxLDEsNjQsNTUuNCw4LjYsOC42LDAsMCwxLDcyLjYsNjQiIHN0eWxlPSJmaWxsOiAjZmZmIi8+CjxwYXRoIGQ9Ik0zOS4xLDcwLjU3YTYuNzYsNi43NiwwLDEsMS0yLjQ3LDkuMjMsNi43Niw2Ljc2LDAsMCwxLDIuNDctOS4yMyIgc3R5bGU9ImZpbGw6ICNmZmYiLz4KPHBhdGggZD0iTTgyLjE0LDgyLjI3YTYuNzYsNi43NiwwLDEsMSw5LjIzLTIuNDcsNi43NSw2Ljc1LDAsMCwxLTkuMjMsMi40NyIgc3R5bGU9ImZpbGw6ICNmZmYiLz4KPHBhdGggZD0iTTcwLjc2LDM5LjE1QTYuNzYsNi43NiwwLDEsMSw2NCwzMi4zOWE2Ljc2LDYuNzYsMCwwLDEsNi43Niw2Ljc2IiBzdHlsZT0iZmlsbDogI2ZmZiIvPgo8L2c+Cjwvc3ZnPgo=","docUrl":""}}, actions=null)
